第幾天,時間 (當日),絕對時間,出發地,目的地,出發地緯度,出發地經度,目的地緯度,目的地經度,事件,電量 (%),用時 (分),累積目標數
2,10.9 分,2025-12-02 09:10:54,成都 W 酒店,昊铂成都苏宁广场超充站,30.583078,104.05758,30.583078,104.05758,Arrive 昊铂成都苏宁广场超充站,12.95,10.9,12
2,27.2 分,2025-12-02 09:27:12,昊铂成都苏宁广场超充站,完成測試 @ 昊铂成都苏宁广场超充站,30.583078,104.05758,30.583078,104.05758,Test Complete,17.95,16.2,13
2,41.2 分,2025-12-02 09:41:12,昊铂成都苏宁广场超充站,岳华新能源展翔充电站,30.583078,104.05758,30.651658,104.003824,Arrive 岳华新能源展翔充电站,17.72,14.0,13
2,57.4 分,2025-12-02 09:57:24,岳华新能源展翔充电站,完成測試 @ 岳华新能源展翔充电站,30.651658,104.003824,30.651658,104.003824,Test Complete,22.72,16.2,14
2,65.9 分,2025-12-02 10:05:54,岳华新能源展翔充电站,特瓦特海特广场超充站,30.651658,104.003824,30.608052,104.029979,Arrive 特瓦特海特广场超充站,22.53,8.5,14
2,82.2 分,2025-12-02 10:22:12,特瓦特海特广场超充站,完成測試 @ 特瓦特海特广场超充站,30.608052,104.029979,30.608052,104.029979,Test Complete,27.53,16.2,15
2,85.6 分,2025-12-02 10:25:36,特瓦特海特广场超充站,武侯区南桥垃圾中转站充电站,30.608052,104.029979,30.64138,104.038771,Arrive 武侯区南桥垃圾中转站充电站,27.48,3.4,15
2,101.9 分,2025-12-02 10:41:54,武侯区南桥垃圾中转站充电站,完成測試 @ 武侯区南桥垃圾中转站充电站,30.64138,104.038771,30.64138,104.038771,Test Complete,32.48,16.2,16
2,108.1 分,2025-12-02 10:48:06,武侯区南桥垃圾中转站充电站,高新区九兴大道充电站,30.64138,104.038771,30.651658,104.003824,Arrive 高新区九兴大道充电站,32.34,6.3,16
2,124.4 分,2025-12-02 11:04:24,高新区九兴大道充电站,完成測試 @ 高新区九兴大道充电站,30.651658,104.003824,30.651658,104.003824,Test Complete,37.34,16.2,17
2,126.5 分,2025-12-02 11:06:30,高新区九兴大道充电站,小华充电火炬时代充电站,30.651658,104.003824,30.761613,104.046787,Arrive 小华充电火炬时代充电站,37.32,2.1,17
2,142.8 分,2025-12-02 11:22:48,小华充电火炬时代充电站,完成測試 @ 小华充电火炬时代充电站,30.761613,104.046787,30.761613,104.046787,Test Complete,42.32,16.2,18
2,147.0 分,2025-12-02 11:27:00,小华充电火炬时代充电站,延长壳牌武侯长益路充电站,30.761613,104.046787,30.624344,104.030551,Arrive 延长壳牌武侯长益路充电站,42.26,4.2,18
2,163.2 分,2025-12-02 11:43:12,延长壳牌武侯长益路充电站,完成測試 @ 延长壳牌武侯长益路充电站,30.624344,104.030551,30.624344,104.030551,Test Complete,47.26,16.2,19
2,173.8 分,2025-12-02 11:53:48,延长壳牌武侯长益路充电站,港投中油高升桥充电站,30.624344,104.030551,30.64138,104.038771,Arrive 港投中油高升桥充电站,47.12,10.6,19
2,190.1 分,2025-12-02 12:10:06,港投中油高升桥充电站,完成測試 @ 港投中油高升桥充电站,30.64138,104.038771,30.64138,104.038771,Test Complete,52.12,16.2,20
2,251.8 分,2025-12-02 13:11:48,港投中油高升桥充电站,蓝电快充运贸充电站,30.64138,104.038771,30.580071,104.064782,Arrive 蓝电快充运贸充电站,49.74,61.7,20
2,268.0 分,2025-12-02 13:28:00,蓝电快充运贸充电站,完成測試 @ 蓝电快充运贸充电站,30.580071,104.064782,30.580071,104.064782,Test Complete,54.74,16.2,21
2,345.2 分,2025-12-02 14:45:12,蓝电快充运贸充电站,中兢锦绣天城充电站1,30.580071,104.064782,30.5498,104.068063,Arrive 中兢锦绣天城充电站1,50.33,77.2,21
2,361.4 分,2025-12-02 15:01:24,中兢锦绣天城充电站1,完成測試 @ 中兢锦绣天城充电站1,30.5498,104.068063,30.5498,104.068063,Test Complete,55.33,16.2,22
2,453.5 分,2025-12-02 16:33:30,中兢锦绣天城充电站1,国堰宾馆充电站,30.5498,104.068063,30.552121,103.973934,Arrive 国堰宾馆充电站,49.44,92.0,22
2,469.7 分,2025-12-02 16:49:42,国堰宾馆充电站,完成測試 @ 国堰宾馆充电站,30.552121,103.973934,30.552121,103.973934,Test Complete,54.44,16.2,23
2,556.6 分,2025-12-02 18:16:36,国堰宾馆充电站,成都 W 酒店,30.552121,103.973934,30.583078,104.05758,Day 2 End,50.84,86.9,23
3,0.0 分,2025-12-03 09:00:00,成都 W 酒店,成都 W 酒店,30.583078,104.05758,30.583078,104.05758,Day 3 Start (Overnight Discharge),12.24,0.0,23
3,12.9 分,2025-12-03 09:12:54,成都 W 酒店,银海芯座地下充电站（不对外运营）,30.583078,104.05758,31.005807,103.629079,Arrive 银海芯座地下充电站（不对外运营）,12.03,12.9,23
3,29.1 分,2025-12-03 09:29:06,银海芯座地下充电站（不对外运营）,完成測試 @ 银海芯座地下充电站（不对外运营）,31.005807,103.629079,31.005807,103.629079,Test Complete,17.03,16.2,24
3,33.6 分,2025-12-03 09:33:36,银海芯座地下充电站（不对外运营）,锦美充电站,31.005807,103.629079,,,Arrive 锦美充电站,16.96,4.5,24
3,49.8 分,2025-12-03 09:49:48,锦美充电站,完成測試 @ 锦美充电站,,,,,Test Complete,21.96,16.2,25
3,60.2 分,2025-12-03 10:00:12,锦美充电站,成都中和湿地公园 蔚来超充站,,,30.632685,104.108826,Arrive 成都中和湿地公园 蔚来超充站,21.74,10.4,25
3,76.5 分,2025-12-03 10:16:30,成都中和湿地公园 蔚来超充站,完成測試 @ 成都中和湿地公园 蔚来超充站,30.632685,104.108826,30.632685,104.108826,Test Complete,26.74,16.2,26
3,96.7 分,2025-12-03 10:36:42,成都中和湿地公园 蔚来超充站,太乙新希望国际B1座地面充电站,30.632685,104.108826,30.526396,103.483068,Arrive 太乙新希望国际B1座地面充电站,26.46,20.2,26
3,112.9 分,2025-12-03 10:52:54,太乙新希望国际B1座地面充电站,完成測試 @ 太乙新希望国际B1座地面充电站,30.526396,103.483068,30.526396,103.483068,Test Complete,31.46,16.2,27
3,119.5 分,2025-12-03 10:59:30,太乙新希望国际B1座地面充电站,小朗充电-国家西部信息安全产业基地充电站【仅对内开放】,30.526396,103.483068,30.577704,104.063699,Arrive 小朗充电-国家西部信息安全产业基地充电站【仅对内开放】,31.40,6.5,27
3,135.7 分,2025-12-03 11:15:42,小朗充电-国家西部信息安全产业基地充电站【仅对内开放】,完成測試 @ 小朗充电-国家西部信息安全产业基地充电站【仅对内开放】,30.577704,104.063699,30.577704,104.063699,Test Complete,36.40,16.2,28
3,146.3 分,2025-12-03 11:26:18,小朗充电-国家西部信息安全产业基地充电站【仅对内开放】,白羊座行星超能舱（成都港汇天地）,30.577704,104.063699,30.583078,104.05758,Arrive 白羊座行星超能舱（成都港汇天地）,36.29,10.6,28
3,162.5 分,2025-12-03 11:42:30,白羊座行星超能舱（成都港汇天地）,完成測試 @ 白羊座行星超能舱（成都港汇天地）,30.583078,104.05758,30.583078,104.05758,Test Complete,41.29,16.2,29
3,182.0 分,2025-12-03 12:02:00,白羊座行星超能舱（成都港汇天地）,延长壳牌双流白家大市场充电站,30.583078,104.05758,30.624344,104.030551,Arrive 延长壳牌双流白家大市场充电站,40.92,19.5,29
3,198.3 分,2025-12-03 12:18:18,延长壳牌双流白家大市场充电站,完成測試 @ 延长壳牌双流白家大市场充电站,30.624344,104.030551,30.624344,104.030551,Test Complete,45.92,16.2,30
3,208.6 分,2025-12-03 12:28:36,延长壳牌双流白家大市场充电站,双鱼座卫星超能舱（成都双流茂业广场）,30.624344,104.030551,30.583078,104.05758,Arrive 双鱼座卫星超能舱（成都双流茂业广场）,45.76,10.3,30
3,224.8 分,2025-12-03 12:44:48,双鱼座卫星超能舱（成都双流茂业广场）,完成測試 @ 双鱼座卫星超能舱（成都双流茂业广场）,30.583078,104.05758,30.583078,104.05758,Test Complete,50.76,16.2,31
3,250.1 分,2025-12-03 13:10:06,双鱼座卫星超能舱（成都双流茂业广场）,四川省成都市武侯区棕树桥充电站,30.583078,104.05758,30.583078,104.05758,Arrive 四川省成都市武侯区棕树桥充电站,49.94,25.2,31
3,266.3 分,2025-12-03 13:26:18,四川省成都市武侯区棕树桥充电站,完成測試 @ 四川省成都市武侯区棕树桥充电站,30.583078,104.05758,30.583078,104.05758,Test Complete,54.94,16.2,32
3,313.4 分,2025-12-03 14:13:24,四川省成都市武侯区棕树桥充电站,愉秒充成都简阳龙湾充电站,30.583078,104.05758,30.316427,104.407791,Arrive 愉秒充成都简阳龙湾充电站,52.28,47.1,32
3,329.7 分,2025-12-03 14:29:42,愉秒充成都简阳龙湾充电站,完成測試 @ 愉秒充成都简阳龙湾充电站,30.316427,104.407791,30.316427,104.407791,Test Complete,57.28,16.2,33
3,395.0 分,2025-12-03 15:35:00,愉秒充成都简阳龙湾充电站,AI快充成都高新西区金网通充电站,30.316427,104.407791,30.583078,104.05758,Arrive AI快充成都高新西区金网通充电站,53.32,65.3,33
3,411.2 分,2025-12-03 15:51:12,AI快充成都高新西区金网通充电站,完成測試 @ AI快充成都高新西区金网通充电站,30.583078,104.05758,30.583078,104.05758,Test Complete,58.32,16.2,34
3,466.2 分,2025-12-03 16:46:12,AI快充成都高新西区金网通充电站,万纬成都天府物流园充电站,30.583078,104.05758,30.583078,104.05758,Arrive 万纬成都天府物流园充电站,56.02,54.9,34
3,517.4 分,2025-12-03 17:37:24,万纬成都天府物流园充电站,成都 W 酒店,30.583078,104.05758,30.583078,104.05758,Day 3 End,55.05,51.3,34
4,0.0 分,2025-12-04 09:00:00,成都 W 酒店,成都 W 酒店,30.583078,104.05758,30.583078,104.05758,Day 4 Start (Overnight Discharge),11.24,0.0,34
4,21.1 分,2025-12-04 09:21:06,成都 W 酒店,卓安华宇蓉国府充电站,30.583078,104.05758,30.587187,104.052709,Arrive 卓安华宇蓉国府充电站,10.90,21.1,34
4,37.4 分,2025-12-04 09:37:24,卓安华宇蓉国府充电站,完成測試 @ 卓安华宇蓉国府充电站,30.587187,104.052709,30.587187,104.052709,Test Complete,15.90,16.3,35
4,60.4 分,2025-12-04 10:00:24,卓安华宇蓉国府充电站,【鲸充】锦江区提督街120号站,30.587187,104.052709,30.66,104.072079,Arrive 【鲸充】锦江区提督街120号站,15.63,23.0,35
4,76.7 分,2025-12-04 10:16:42,【鲸充】锦江区提督街120号站,完成測試 @ 【鲸充】锦江区提督街120号站,30.66,104.072079,30.66,104.072079,Test Complete,20.63,16.2,36
4,80.2 分,2025-12-04 10:20:12,【鲸充】锦江区提督街120号站,昊铂成都王府井百货总府路店超充站,30.66,104.072079,30.583078,104.05758,Arrive 昊铂成都王府井百货总府路店超充站,20.58,3.5,36
4,96.5 分,2025-12-04 10:36:30,昊铂成都王府井百货总府路店超充站,完成測試 @ 昊铂成都王府井百货总府路店超充站,30.583078,104.05758,30.583078,104.05758,Test Complete,25.58,16.2,37
4,110.2 分,2025-12-04 10:50:12,昊铂成都王府井百货总府路店超充站,成都时代8号无诤极速充,30.583078,104.05758,30.675387,104.041601,Arrive 成都时代8号无诤极速充,25.44,13.7,37
4,126.4 分,2025-12-04 11:06:24,成都时代8号无诤极速充,完成測試 @ 成都时代8号无诤极速充,30.675387,104.041601,30.675387,104.041601,Test Complete,30.44,16.2,38
4,138.2 分,2025-12-04 11:18:12,成都时代8号无诤极速充,成都汇泉东路 蔚来超充站,30.675387,104.041601,30.632685,104.108826,Arrive 成都汇泉东路 蔚来超充站,30.27,11.8,38
4,154.5 分,2025-12-04 11:34:30,成都汇泉东路 蔚来超充站,完成測試 @ 成都汇泉东路 蔚来超充站,30.632685,104.108826,30.632685,104.108826,Test Complete,35.27,16.2,39
4,164.9 分,2025-12-04 11:44:54,成都汇泉东路 蔚来超充站,万年场交流充电桩,30.632685,104.108826,30.675387,104.041601,Arrive 万年场交流充电桩,35.12,10.4,39
4,181.2 分,2025-12-04 12:01:12,万年场交流充电桩,完成測試 @ 万年场交流充电桩,30.675387,104.041601,30.675387,104.041601,Test Complete,40.12,16.2,40
4,212.1 分,2025-12-04 12:32:06,万年场交流充电桩,大石代西姆酒店充电站,30.675387,104.041601,30.583078,104.05758,Arrive 大石代西姆酒店充电站,39.61,30.9,40
4,228.4 分,2025-12-04 12:48:24,大石代西姆酒店充电站,完成測試 @ 大石代西姆酒店充电站,30.583078,104.05758,30.583078,104.05758,Test Complete,44.61,16.2,41
4,243.9 分,2025-12-04 13:03:54,大石代西姆酒店充电站,西宸龙湖天街飞凡汽车快充站,30.583078,104.05758,30.658311,104.079598,Arrive 西宸龙湖天街飞凡汽车快充站,44.39,15.5,41
4,260.2 分,2025-12-04 13:20:12,西宸龙湖天街飞凡汽车快充站,完成測試 @ 西宸龙湖天街飞凡汽车快充站,30.658311,104.079598,30.658311,104.079598,Test Complete,49.39,16.2,42
4,279.9 分,2025-12-04 13:39:54,西宸龙湖天街飞凡汽车快充站,万贯商城充电站项目,30.658311,104.079598,30.59943,103.98439,Arrive 万贯商城充电站项目,49.04,19.8,42
4,296.2 分,2025-12-04 13:56:12,万贯商城充电站项目,完成測試 @ 万贯商城充电站项目,30.59943,103.98439,30.59943,103.98439,Test Complete,54.04,16.2,43
4,335.8 分,2025-12-04 14:35:48,万贯商城充电站项目,成都市龙泉普洛斯,30.59943,103.98439,30.583078,104.05758,Arrive 成都市龙泉普洛斯,52.25,39.6,43
4,352.0 分,2025-12-04 14:52:00,成都市龙泉普洛斯,完成測試 @ 成都市龙泉普洛斯,30.583078,104.05758,30.583078,104.05758,Test Complete,57.25,16.2,44
4,404.1 分,2025-12-04 15:44:06,成都市龙泉普洛斯,小华充电高堆路充电站,30.583078,104.05758,30.761613,104.046787,Arrive 小华充电高堆路充电站,55.06,52.1,44
4,420.4 分,2025-12-04 16:00:24,小华充电高堆路充电站,完成測試 @ 小华充电高堆路充电站,30.761613,104.046787,30.761613,104.046787,Test Complete,60.06,16.2,45
4,464.4 分,2025-12-04 16:44:24,小华充电高堆路充电站,【幸福千万家】龙泉大面充电站,30.761613,104.046787,30.550143,104.174674,Arrive 【幸福千万家】龙泉大面充电站,58.01,44.1,45
4,514.9 分,2025-12-04 17:34:54,【幸福千万家】龙泉大面充电站,成都 W 酒店,30.550143,104.174674,30.583078,104.05758,Day 4 End,57.14,50.5,45
5,0.0 分,2025-12-05 09:00:00,成都 W 酒店,成都 W 酒店,30.583078,104.05758,30.583078,104.05758,Day 5 Start (Overnight Discharge),12.14,0.0,45
5,20.8 分,2025-12-05 09:20:48,成都 W 酒店,成都武侯簇桥新苑一期,30.583078,104.05758,30.583078,104.05758,Arrive 成都武侯簇桥新苑一期,11.65,20.8,45
5,37.1 分,2025-12-05 09:37:06,成都武侯簇桥新苑一期,完成測試 @ 成都武侯簇桥新苑一期,30.583078,104.05758,30.583078,104.05758,Test Complete,16.65,16.2,46
5,43.8 分,2025-12-05 09:43:48,成都武侯簇桥新苑一期,航宸酒店充电站,30.583078,104.05758,30.583078,104.05758,Arrive 航宸酒店充电站,16.57,6.7,46
5,60.1 分,2025-12-05 10:00:06,航宸酒店充电站,完成測試 @ 航宸酒店充电站,30.583078,104.05758,30.583078,104.05758,Test Complete,21.57,16.2,47
5,63.6 分,2025-12-05 10:03:36,航宸酒店充电站,女鞋之都直流站,30.583078,104.05758,30.583078,104.05758,Arrive 女鞋之都直流站,21.53,3.5,47
5,79.8 分,2025-12-05 10:19:48,女鞋之都直流站,完成測試 @ 女鞋之都直流站,30.583078,104.05758,30.583078,104.05758,Test Complete,26.53,16.2,48
5,94.5 分,2025-12-05 10:34:30,女鞋之都直流站,成都武侯万达轻充站,30.583078,104.05758,30.59943,103.98439,Arrive 成都武侯万达轻充站,26.31,14.6,48
5,110.7 分,2025-12-05 10:50:42,成都武侯万达轻充站,完成測試 @ 成都武侯万达轻充站,30.59943,103.98439,30.59943,103.98439,Test Complete,31.31,16.2,49
5,141.1 分,2025-12-05 11:21:06,成都武侯万达轻充站,国网成都双流西航港物流大道城市公共直流站,30.59943,103.98439,30.552121,103.973934,Arrive 国网成都双流西航港物流大道城市公共直流站,30.47,30.4,49
5,157.4 分,2025-12-05 11:37:24,国网成都双流西航港物流大道城市公共直流站,完成測試 @ 国网成都双流西航港物流大道城市公共直流站,30.552121,103.973934,30.552121,103.973934,Test Complete,35.47,16.2,50
5,193.9 分,2025-12-05 12:13:54,国网成都双流西航港物流大道城市公共直流站,【幸福千万家】龙泉大面充电站,30.552121,103.973934,30.550143,104.174674,Arrive 【幸福千万家】龙泉大面充电站,34.12,36.5,50
5,210.1 分,2025-12-05 12:30:06,【幸福千万家】龙泉大面充电站,完成測試 @ 【幸福千万家】龙泉大面充电站,30.550143,104.174674,30.550143,104.174674,Test Complete,39.12,16.2,51
5,218.9 分,2025-12-05 12:38:54,【幸福千万家】龙泉大面充电站,成渝电走廊暨换电重卡龙泉项目配套充电站,30.550143,104.174674,30.580071,104.064782,Arrive 成渝电走廊暨换电重卡龙泉项目配套充电站,38.96,8.8,51
5,235.2 分,2025-12-05 12:55:12,成渝电走廊暨换电重卡龙泉项目配套充电站,完成測試 @ 成渝电走廊暨换电重卡龙泉项目配套充电站,30.580071,104.064782,30.580071,104.064782,Test Complete,43.96,16.2,52
5,243.2 分,2025-12-05 13:03:12,成渝电走廊暨换电重卡龙泉项目配套充电站,万纬成都天府物流园充电站,30.580071,104.064782,30.583078,104.05758,Arrive 万纬成都天府物流园充电站,43.78,8.0,52
5,259.4 分,2025-12-05 13:19:24,万纬成都天府物流园充电站,完成測試 @ 万纬成都天府物流园充电站,30.583078,104.05758,30.583078,104.05758,Test Complete,48.78,16.2,53
5,306.0 分,2025-12-05 14:06:00,万纬成都天府物流园充电站,【AI快充】四川新都兴跃物流充电站,30.583078,104.05758,30.651658,104.003824,Arrive 【AI快充】四川新都兴跃物流充电站,46.72,46.6,53
5,322.3 分,2025-12-05 14:22:18,【AI快充】四川新都兴跃物流充电站,完成測試 @ 【AI快充】四川新都兴跃物流充电站,30.651658,104.003824,30.651658,104.003824,Test Complete,51.72,16.2,54
5,531.5 分,2025-12-05 17:51:30,【AI快充】四川新都兴跃物流充电站,成都 W 酒店,30.651658,104.003824,30.583078,104.05758,Day 5 End,49.84,209.2,54
